"responseid	respid	d3	d5	d6a	dagechildfinal	d7	d8	ITEM_01	ITEM_02	ITEM_03	ITEM_04	ITEM_05	ITEM_06	ITEM_07	ITEM_08	ITEM_09	ITEM_10	ITEM_11	ITEM_12	ITEM_13	ITEM_14	ITEM_15	ITEM_16	ITEM_17	ITEM_18	ITEM_19	ITEM_20	ITEM_21	ITEM_22	ITEM_23	ITEM_24	ITEM_25	a2	a3_1	a3_2	a3_3	a3dk	a4_1	a5_1	a6_1	a4_2	a5_2	a6_2	a4_3	a5_3	a6_3	a7	a10_1	a10_2	a10_3	a10_4	a10_5	a10_6	a10_7	a10_8	a10_9	a10_10	a10_11	a10_12	dob	gender	age	ageband	natrepage	gor	child_gender	c_age	white	ITEM_07r	ITEM_21r	ITEM_25r	ITEM_11r	ITEM_14r	rc_game_01_name	rc_game01_edition	pegi_one_violence	rc_game01_confidence	rc_game_01_rating_ESRB	rc_game_01_esrb_Alcohol	rc_game_01_esrb_Animated_Blood	rc_game_01_esrb_Blood	rc_game_01_esrb_Blood_and_Gore	rc_game_01_esrb_Cartoon_Violence	rc_game_01_esrb_Comic_Mischief	rc_game_01_esrb_Crude_Humor	rc_game_01_esrb_Drug_Reference	rc_game_01_esrb_Fantasy_Violence	rc_game_01_esrb_Intense_Violence	rc_game_01_esrb_Language	rc_game_01_esrb_Lyrics	rc_game_01_esrb_Mature_Humor	rc_game_01_esrb_Nudity	rc_game_01_esrb_Partial_Nudity	rc_game_01_esrb_Real_Gambling	rc_game_01_esrb_Sexual_Content	rc_game_01_esrb_Sexual_Themes	rc_game_01_esrb_Sexual_Violence	rc_game_01_esrb_Simulated_Gambling	rc_game_01_esrb_Strong_Language	rc_game_01_esrb_Strong_Lyrics	rc_game_01_esrb_Strong_Sexual_Content	rc_game_01_esrb_Suggestive_Themes	rc_game_01_esrb_Tobacco_Reference	rc_game_01_esrb_Use_of_Alcohol	rc_game_01_esrb_Use_of_Drugs	rc_game_01_esrb_Use_of_Tobacco	rc_game_01_esrb_Violence	rc_game_01_esrb_Violent_References	rc_a2	rc_a3dk	rc_game_01_rating_PEGI	rc_game_01_violence_PEGI	rc_game_01_language_PEGI	rc_game_01_fear_PEGI	rc_game_01_gambling_PEGI	rc_game_01_sex_PEGI	rc_game_01_drugs_PEGI	rc_game_01_discrimination_PEGI	rc_game_01_how	rc_game_01_multi	rc_game_01_time	rc_game_02_name	rc_game_02_edition	rc_game02_confidence	rc_game_02_rating_ESRB	rc_game_02_esrb_Alcohol	rc_game_02_esrb_Animated_Blood	rc_game_02_esrb_Blood	rc_game_02_esrb_Blood_and_Gore	rc_game_02_esrb_Cartoon_Violence	rc_game_02_esrb_Comic_Mischief	rc_game_02_esrb_Crude_Humor	rc_game_02_esrb_Drug_Reference	rc_game_02_esrb_Fantasy_Violence	rc_game_02_esrb_Intense_Violence	rc_game_02_esrb_Language	rc_game_02_esrb_Lyrics	rc_game_02_esrb_Mature_Humor	rc_game_02_esrb_Nudity	rc_game_02_esrb_Partial_Nudity	rc_game_02_esrb_Real_Gambling	rc_game_02_esrb_Sexual_Content	rc_game_02_esrb_Sexual_Themes	rc_game_02_esrb_Sexual_Violence	rc_game_02_esrb_Simulated_Gambling	rc_game_02_esrb_Strong_Language	rc_game_02_esrb_Strong_Lyrics	rc_game_02_esrb_Strong_Sexual_Content	rc_game_02_esrb_Suggestive_Themes	rc_game_02_esrb_Tobacco_Reference	rc_game_02_esrb_Use_of_Alcohol	rc_game_02_esrb_Use_of_Drugs	rc_game_02_esrb_Use_of_Tobacco	rc_game_02_esrb_Violence	rc_game_02_esrb_Violent_References	rc_game_02_rating_PEGI	rc_game_02_violence_PEGI	rc_game_02_language_PEGI	rc_game_02_fear_PEGI	rc_game_02_gambling_PEGI	rc_game_02_sex_PEGI	rc_game_02_drugs_PEGI	rc_game_02_discrimination_PEGI	rc_game_02_how	rc_game_02_multi	rc_game_02_time	rc_game_03_name_PEGI	rc_game_03_edition	rc_game_03_confidence	rc_game_03_rating_ESRB	rc_game_03_esrb_Alcohol	rc_game_03_esrb_Animated_Blood	rc_game_03_esrb_Blood	rc_game_03_esrb_Blood_and_Gore	rc_game_03_esrb_Cartoon_Violence	rc_game_03_esrb_Comic_Mischief	rc_game_03_esrb_Crude_Humor	rc_game_03_esrb_Drug_Reference	rc_game_03_esrb_Fantasy_Violence	rc_game_03_esrb_Intense_Violence	rc_game_03_esrb_Language	rc_game_03_esrb_Lyrics	rc_game_03_esrb_Mature_Humor	rc_game_03_esrb_Nudity	rc_game_03_esrb_Partial_Nudity	rc_game_03_esrb_Real_Gambling	rc_game_03_esrb_Sexual_Content	rc_game_03_esrb_Sexual_Themes	rc_game_03_esrb_Sexual_Violence	rc_game_03_esrb_Simulated_Gambling	rc_game_03_esrb_Strong_Language	rc_game_03_esrb_Strong_Lyrics	rc_game_03_esrb_Strong_Sexual_Content	rc_game_03_esrb_Suggestive_Themes	rc_game_03_esrb_Tobacco_Reference	rc_game_03_esrb_Use_of_Alcohol	rc_game_03_esrb_Use_of_Drugs	rc_game_03_esrb_Use_of_Tobacco	rc_game_03_esrb_Violence	rc_game_03_esrb_Violent_References	rc_game_03_rating_PEGI	rc_game_03_violence_PEGI	rc_game_03_language_PEGI	rc_game_03_fear_PEGI	rc_game_03_gambling_PEGI	rc_game_03_sex_PEGI	rc_game_03_drugs_PEGI	rc_game_03_discrimination_PEGI	rc_game_03_how_PEGI	rc_game_03_multi_PEGI	rc_game_03_time_PEGI	game_one_violent_time	pegi_present_one	pegi_present_two	pegi_present_3	pegi_two_violence	agg_01	agg_02	agg_03	agg_04	agg_05	agg_06	agg_07	agg_08	agg_09	agg_10	agg_11	agg_12	trait_physical	trait_verbal	trait_anger	trait_hostility	child_age	game_two_violent_time	pegi_three_violence	game_three_violent_time	game_violent_time	check	gaming_time	game_violent_time_square	pegi_one_sensitivity	pegi_two_sensitivity	pegi_three_sensitivity	game_one_sensitive_time	game_two_sensitive_time	game_three_sensitive_time	game_sensitive_time	game_sensitive_time_squared	violent_game_player	esrb_01_violence	esrb_present	esrb_present_01	esrb_present_02	esrb_02_violence	esrb_present_03	esrb_03_violence	game_one_time	game_two_time	game_three_time	game_01_violent_time_esrb	game_02_violent_time_esrb	game_03_violent_time_esrb	violent_game_time_esrb	game_violent_time_square_esrb	female	conduct_problems	prosocial	ZRE_1	violent_game_time_semi_partial"
"180	180	Between ?24,500 and ?34,499	White British	1	15	Father	Male	Not true	Certainly true	Not true	Not true	Not true	Not true	Somewhat true	Not true	Somewhat true	Not true	Somewhat true	Not true	Not true	Somewhat true	Not true	Not true	Somewhat true	Not true	Not true	Somewhat true	Somewhat true	Not true	Somewhat true	Not true	Not true	Yes	 	 	 	Don't know	 	 	 	 	 	 	 	 	 	Agree	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Like me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	2/27/1978	Male	40	25-40	35 to 44	North West	0	15	1	2	2	3	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Don't know	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3,333333333	3	15	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	0	6	8	 	 "
"182	182	Between ?24,500 and ?34,499	Other White	3	14	Father	Male	Somewhat true	Not true	Not true	Certainly true	Somewhat true	Certainly true	Certainly true	Somewhat true	Not true	Certainly true	Not true	Not true	Somewhat true	Not true	Somewhat true	Somewhat true	Somewhat true	Not true	Somewhat true	Not true	Not true	Not true	Somewhat true	Somewhat true	Not true	Yes	fifa 18	 	 	Not selected	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, offline only	About half an hour a day	 	 	 	 	 	 	Disagree	Neither like or unlike me	Neither like or unlike me	Like me	Neither like or unlike me	Unlike me	Unlike me	Unlike me	Unlike me	Neither like or unlike me	Neither like or unlike me	Unlike me	Very unlike me	1/25/1968	Male	50	41-55	45 to 54	London	0	14	1	1	3	3	3	3	FIFA	FIFA 18	0	Rating avaliable for ESRB and PEGI	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, offline only	About half an hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	 	3	3	4	3	2	2	2	2	3	3	2	1	2,666666667	2	2,666666667	2,666666667	14	 	 	 	0	2	0,5	0	0	 	 	0	 	 	0	0	0	0	1	1	0	 	0	 	0,5	 	 	0	 	 	0	0	0	6	9	-1,10434742	-1,10434742"
"183	183	Would rather not say	White British	2	14	Mother	Male	Somewhat true	Not true	Certainly true	Somewhat true	Somewhat true	Certainly true	Somewhat true	Somewhat true	Not true	Not true	Somewhat true	Not true	Not true	Somewhat true	Certainly true	Not true	Not true	Not true	Somewhat true	Not true	Not true	Not true	Somewhat true	Somewhat true	Not true	Yes	fallout 4	 	 	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 3 hours a day	 	 	 	 	 	 	Strongly agree	Very like me	Like me	Like me	Very like me	Like me	Very like me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Like me	Like me	Very like me	09.07.1970	Female	47	41-55	45 to 54	North West	0	14	1	2	3	3	2	2	Fallout	Fallout 4	1	Rating avaliable for ESRB and PEGI	Mature	 	 	 	Does contain this content	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	Does contain this content	 	 	 	Yes	Not selected	PEGI 18	Does contain this content	Does contain this content	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 3 hours a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	0	0	 	5	4	4	5	4	5	3	3	3	4	4	5	4,333333333	4,333333333	4	3,666666667	14	 	 	 	3	5	3	9	3	 	 	 	 	 	 	 	1	1	1	1	0	 	0	 	3	 	 	3	 	 	3	9	0	7	7	0,072017357	0,072017357"
"190	190	Between ?100,000 and ?149,999	White British	2	14	Father	Male	Not true	Certainly true	Certainly true	Certainly true	Certainly true	Not true	Somewhat true	Somewhat true	Somewhat true	Somewhat true	Certainly true	Somewhat true	Somewhat true	Somewhat true	Not true	Certainly true	Not true	Certainly true	Somewhat true	Somewhat true	Certainly true	Certainly true	Not true	Somewhat true	Somewhat true	Yes	minecraft	 	 	Not selected	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online and offline	About 5 hours a day	 	 	 	 	 	 	Strongly agree	Very like me	Neither like or unlike me	Very unlike me	Very like me	Like me	Like me	Neither like or unlike me	Very like me	Unlike me	Like me	Neither like or unlike me	Unlike me	9/17/1984	Male	33	25-40	25 to 34	London	0	14	1	2	1	2	1	2	Minecraft	 	1	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 7	Does contain this content	 	 	 	 	 	 	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online and offline	About 5 hours a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	0	0	 	5	3	1	5	4	4	3	5	2	4	3	2	5	3	3,333333333	2,333333333	14	 	 	 	5	5	5	25	1	 	 	 	 	 	 	 	1	0	1	1	0	 	0	 	5	 	 	0	 	 	0	0	0	13	9	0,833062314	0,833062314"
"195	195	Between ?44,500 and ?54,499	Chinese	3	15	Father	Male	Somewhat true	Certainly true	Not true	Somewhat true	Somewhat true	Not true	Somewhat true	Not true	Somewhat true	Somewhat true	Certainly true	Not true	Not true	Certainly true	Certainly true	Not true	Somewhat true	Not true	Not true	Somewhat true	Somewhat true	Not true	Not true	Not true	Somewhat true	Yes	candy crush saga	call of duty WWII	 	Not selected	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, offline only	About half an hour a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	 	 	 	Agree	Unlike me	Unlike me	Unlike me	Unlike me	Neither like or unlike me	Unlike me	Like me	Unlike me	Unlike me	Unlike me	Neither like or unlike me	Unlike me	09.01.1971	Male	46	41-55	45 to 54	East Midlands	0	15	0	2	2	2	1	1	Candy Crush Saga	 	0	Rating avaliable for ESRB and PEGI, but edition unspecified	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, offline only	About half an hour a day	Call of Duty	Call of Duty: WWII	Rating avaliable for ESRB and PEGI	Teen	 	 	Does contain this content	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	PEGI 17	Does contain this content	Does contain this content	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	0	1	2	2	2	2	3	2	4	2	2	2	3	2	2	2,333333333	2	3	15	1	 	 	1	4	1,5	1	0	3	 	0	 	 	0	0	1	0	1	1	1	1	0	 	0,5	1	 	0	1	 	1	1	0	7	10	-0,518094399	-0,518094399"
"197	197	Between ?17,500 and ?24,499	White British	1	14	Mother	Male	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Somewhat true	Certainly true	Not true	Not true	Certainly true	Certainly true	Not true	Not true	Not true	Certainly true	Yes	Minecraft	Roblox	Grand theft	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 7 or more hours a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About half an hour a day	Strongly agree	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	8/31/1973	Female	44	41-55	35 to 44	North West	0	14	1	1	1	1	1	1	Minecraft	 	1	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 7	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	Roblox	 	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 7	 	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 7 or more hours a day	Grand Theft Auto	Grand Theft Auto (Unspecified)	Rating avaliable for ESRB and PEGI	Mature	 	 	Does contain this content	 	 	 	 	 	 	Does contain this content	 	 	 	 	Does contain this content	 	 	 	 	 	Does contain this content	 	Does contain this content	 	 	Does contain this content	Does contain this content	 	 	 	PEGI 17	Does contain this content	Does contain this content	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About half an hour a day	1	1	1	1	0	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1,666666667	1,666666667	14	0	1	0,5	1,5	5	8,5	2,25	1	0	3	0,5	0	1,5	2	4	1	0	1	1	1	1	1	1	1	7	0,5	0	7	0,5	7,5	56,25	0	5	15	-0,303121625	-0,303121625"
"199	199	Between ?90,000 and ?99,999	White British	3	14	Mother	Male	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Not true	Not true	Certainly true	Yes	the legend of zelda breath of the wild	 	 	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, offline only	About 1 hour a day	 	 	 	 	 	 	Disagree	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	09.07.1982	Female	35	25-40	35 to 44	London	0	14	1	1	2	1	1	1	The Legend of Zelda	The Legend of Zelda: Breath of the Wild	1	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 12	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, offline only	About 1 hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	 	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1,666666667	1,333333333	14	 	 	 	1	2	1	1	1	 	 	 	 	 	 	 	1	0	1	1	0	 	0	 	1	 	 	0	 	 	0	0	0	5	15	-0,546583088	-0,546583088"
"201	201	Between ?64,500 and ?74,499	White British	2	14	Mother	Male	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Certainly true	Not true	Somewhat true	Yes	Cll of Duty	Minecraft	Football manger	Not selected	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online only	About half an hour a day	Personal Computer (e.g. PC, MAC, laptop, etc.)	No	About 1 hour a day	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online only	About half an hour a day	Neither agree or disagree	Unlike me	Unlike me	Unlike me	Unlike me	Unlike me	Very unlike me	Unlike me	Unlike me	Neither like or unlike me	Unlike me	Unlike me	Unlike me	5/22/1949	Female	68	56-70	65 plus	East of England	0	14	1	1	2	2	1	1	Call of Duty	Call of Duty (Unspecified)	1	Rating avaliable for ESRB and PEGI, but edition unspecified	Everyone 10+	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 18	Does contain this content	 	 	 	 	 	 	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online only	About half an hour a day	Minecraft	 	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 7	Does contain this content	 	 	 	 	 	 	Personal Computer (e.g. PC, MAC, laptop, etc.)	No	About 1 hour a day	Football Manager	Football Manager 2017	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 3	 	 	 	 	 	 	 	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online only	About half an hour a day	0,5	1	1	1	1	2	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	14	1	0	0	1,5	3	2	2,25	3	1	0	1,5	0,5	0	2	4	1	0	1	1	1	1	1	0	0,5	1	0,5	0	1	0	1	1	0	5	15	-0,375047468	-0,375047468"
"202	202	Between ?64,500 and ?74,499	White British	2	14	Father	Male	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Certainly true	Not true	Not true	Certainly true	Certainly true	Not true	Somewhat true	Not true	Certainly true	Yes	Minecraft	 	 	Not selected	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online only	About 1 hour a day	 	 	 	 	 	 	Agree	Unlike me	Unlike me	Unlike me	Unlike me	Unlike me	Very unlike me	Unlike me	Unlike me	Like me	Very unlike me	Very unlike me	Very unlike me	01.11.1951	Male	67	56-70	65 plus	East of England	0	14	1	1	1	1	1	1	Minecraft	 	1	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 7	Does contain this content	 	 	 	 	 	 	Personal Computer (e.g. PC, MAC, laptop, etc.)	Yes, online only	About 1 hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	 	2	2	2	2	2	1	2	2	4	1	1	1	2	1,666666667	2	1,666666667	14	 	 	 	1	4	1	1	1	 	 	 	 	 	 	 	1	0	1	1	0	 	0	 	1	 	 	0	 	 	0	0	0	5	15	-0,625186965	-0,625186965"
"203	203	Between ?90,000 and ?99,999	White British	3	14	Mother	Male	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Somewhat true	Not true	Certainly true	Yes	the legend of zelda breath of the wild	 	 	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, offline only	About 1 hour a day	 	 	 	 	 	 	Disagree	Very unlike me	Unlike me	Very unlike me	Unlike me	Very unlike me	Very unlike me	Unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	09.07.1982	Female	35	25-40	35 to 44	London	0	14	1	1	2	1	1	1	The Legend of Zelda	The Legend of Zelda: Breath of the Wild	1	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 12	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, offline only	About 1 hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	 	1	2	1	2	1	1	2	1	3	1	1	1	1,333333333	1,333333333	1,666666667	1,333333333	14	 	 	 	1	2	1	1	1	 	 	 	 	 	 	 	1	0	1	1	0	 	0	 	1	 	 	0	 	 	0	0	0	5	15	-0,568580542	-0,568580542"
"205	205	Would rather not say	White British	1	15	Mother	Male	Not true	Not true	Somewhat true	Somewhat true	Not true	Not true	Certainly true	Not true	Somewhat true	Not true	Certainly true	Not true	Not true	Somewhat true	Somewhat true	Somewhat true	Somewhat true	Not true	Somewhat true	Not true	Not true	Not true	Not true	Somewhat true	Somewhat true	Yes	Overwatch	Fortnite	Destiny	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 2 hours a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 1 hour a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 1 hour a day	Agree	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	04.03.1976	Female	41	41-55	35 to 44	South East	0	15	1	1	3	2	1	2	Overwatch	 	1	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 12	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 2 hours a day	Fortnite	 	Rating avaliable for ESRB and PEGI	Teen	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	PEGI 12	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 1 hour a day	Destiny	Destiny (Unspecified)	Rating avaliable for ESRB and PEGI	Teen	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	PEGI 16	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online only	About 1 hour a day	2	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1,666666667	1,666666667	1	15	1	1	1	4	4	4	16	1	1	2	1	1	2	4	16	1	0	1	1	1	1	1	1	2	1	1	0	1	1	2	4	0	5	8	0,763502884	0,763502884"
